index	center_x	center_y	area	snakeiterations
0	1023	127	1715	22
1	1027	791	3431	22
2	1006	585	3400	17
3	1028	636	137	10
4	981	1369	3752	16
5	980	335	4503	17
6	995	225	11229	17
7	990	1272	9139	15
8	975	1841	12663	28
9	967	1031	8082	15
10	978	1588	12436	17
11	950	869	7705	17
12	959	659	18626	25
13	950	448	16538	19
14	924	1734	5943	12
15	925	1460	14515	26
16	896	1311	14966	18
17	909	1153	18134	19
18	907	157	13011	25
19	879	1814	8620	17
20	866	1640	11485	21
21	878	972	17871	27
22	890	769	18514	21
23	874	283	18566	42
24	848	456	20708	32
25	806	1374	2467	26
26	837	627	15256	24
27	800	1630	4238	13
28	792	1500	16192	27
29	785	1749	14103	29
30	747	1020	2190	11
31	713	1331	2986	15
32	729	121	11374	27
33	731	1119	18092	26
34	693	782	4999	20
35	697	1785	8922	16
36	707	892	13291	16
37	705	1633	18055	22
38	670	957	5264	14
39	653	1104	2483	12
40	672	497	7554	23
41	667	666	18551	23
42	627	1463	3876	11
43	667	1402	15435	15
44	610	886	3561	10
45	655	350	19984	20
46	671	1203	19752	15
47	571	646	4508	22
48	598	999	14663	12
49	605	204	18617	31
50	587	527	15383	21
51	593	1546	18149	33
52	596	1264	17226	19
53	569	390	9218	21
54	543	1326	3895	11
55	524	1798	2610	13
56	570	769	18960	19
57	510	533	3891	15
58	528	1050	8345	12
59	540	1732	12052	32
60	476	115	3532	9
61	515	1392	12244	22
62	501	1174	11421	16
63	506	875	16120	21
64	449	1745	2744	12
65	469	1578	10642	45
66	477	624	15553	16
67	485	243	18301	19
68	462	1822	8271	16
69	428	929	11718	18
70	450	377	20448	18
71	427	1078	18377	17
72	431	1248	14059	18
73	359	990	2455	14
74	396	473	16163	15
75	400	1639	15881	17
76	410	734	18930	51
77	370	599	8212	17
78	375	1506	6875	26
79	342	180	17592	23
80	329	874	15450	19
81	318	301	12301	20
82	299	1517	6920	14
83	316	1062	13849	24
84	298	714	14661	14
85	338	1715	15216	50
86	329	1409	17240	39
87	263	371	9043	17
88	237	762	4534	11
89	280	497	17770	25
90	269	1305	13761	22
91	249	1574	12061	14
92	227	157	12663	21
93	223	1209	9262	23
94	235	1796	11920	18
95	210	551	14893	22
96	173	732	2196	10
97	185	660	7614	14
98	220	930	16077	31
99	190	1455	11974	29
100	174	260	16138	13
101	186	821	11842	37
102	188	822	12249	159
103	155	1104	7766	15
104	151	1289	6617	18
105	121	90	8511	168
106	121	90	8513	25
107	117	1756	7786	20
108	119	1358	13475	19
109	113	1177	11098	18
110	100	510	12681	24
111	80	226	10196	22
112	80	994	5496	17
113	107	1661	12399	27
114	72	1558	8129	17
115	51	412	3659	20
116	29	1788	999	23
117	34	1808	1890	46
118	102	362	17656	24
