index	center_x	center_y	area	snakeiterations
0	1022	647	2770	14
1	1002	1359	2546	18
2	1006	102	7731	23
3	1012	524	15750	16
4	957	974	3250	14
5	974	722	12946	19
6	968	1223	16308	21
7	945	1101	8451	15
8	944	402	14074	17
9	910	168	17006	23
10	900	297	5962	16
11	892	1021	12528	17
12	904	853	16411	13
13	878	717	6319	18
14	876	1679	9428	26
15	887	504	8974	15
16	897	606	16395	24
17	857	1545	15425	20
18	824	146	2963	13
19	814	840	6515	17
20	815	401	17496	21
21	797	727	10437	16
22	801	1720	14848	22
23	800	961	14932	33
24	793	1454	15317	17
25	789	233	18448	25
26	767	1296	13616	13
27	719	1514	2603	10
28	747	630	16530	16
29	722	1625	14418	15
30	722	821	14285	20
31	724	473	15887	20
32	726	1815	16474	17
33	695	318	16247	15
34	666	1728	2983	11
35	690	123	12805	16
36	694	1178	14281	16
37	631	676	2171	10
38	689	1378	16347	19
39	635	213	3427	11
40	615	62	3043	11
41	637	751	9579	23
42	641	1538	11603	15
43	648	579	14397	21
44	628	1267	10323	17
45	620	1424	6543	15
46	617	1074	14081	23
47	594	1769	12408	23
48	590	470	11944	23
49	572	949	10037	18
50	565	1171	7292	16
51	586	1626	15604	27
52	588	328	16766	17
53	523	993	3031	11
54	517	366	3561	11
55	537	1457	14063	23
56	553	184	18097	15
57	524	1328	14002	19
58	538	631	16593	21
59	483	1206	13956	23
60	484	1067	13260	25
61	465	917	12231	21
62	469	790	11812	21
63	471	135	16493	21
64	471	529	10800	17
65	414	1694	2210	15
66	423	1765	8961	17
67	445	428	16418	17
68	418	1858	11996	29
69	425	322	11551	13
70	398	1561	17286	39
71	370	260	9640	15
72	316	1052	9647	15
73	329	1393	12767	20
74	334	170	14056	18
75	326	1633	9949	11
76	310	1735	13705	24
77	296	896	12900	17
78	295	744	14376	15
79	319	73	14332	15
80	276	1270	13780	22
81	282	1497	10576	14
82	242	1008	8608	19
83	281	1156	14048	15
84	222	41	4346	51
85	223	1723	5364	22
86	219	1407	9201	14
87	253	620	15957	15
88	232	510	14851	22
89	204	1569	11632	14
90	195	841	12917	15
91	181	709	9941	13
92	197	392	13916	17
93	162	994	14787	19
94	132	608	3406	17
95	158	1172	13691	19
96	156	1289	11784	13
97	119	447	3809	13
98	99	911	2745	11
99	139	300	11373	35
100	124	216	8134	39
101	78	1206	2584	17
102	131	1683	14675	15
103	94	1067	8269	12
104	84	1346	8301	14
105	95	782	15876	15
106	112	1453	15900	17
107	86	129	11973	23
108	80	1566	14970	17
109	21	1632	1901	22
110	39	266	1120	49
111	39	266	1120	49
