index	center_x	center_y	area	snakeiterations
0	1020	331	4172	25
1	1036	1594	3527	79
2	1009	805	2329	15
3	993	1413	2226	13
4	972	660	764	13
5	1009	670	1905	23
6	979	725	4710	16
7	970	603	2629	46
8	989	552	4816	37
9	988	984	12469	77
10	982	997	11954	156
11	994	1322	15363	26
12	984	1493	13169	35
13	947	868	8285	21
14	982	1233	251	13
15	997	1225	69	1
16	925	1090	2218	11
17	913	1877	581	22
18	971	1851	4571	32
19	912	1461	1740	13
20	961	1152	11613	19
21	930	1803	9250	51
22	938	139	13717	17
23	887	1521	2711	12
24	899	336	4643	21
25	863	1194	3227	11
26	890	1267	12706	21
27	865	1121	3254	15
28	846	1882	2811	18
29	895	250	15323	30
30	823	1353	2405	14
31	839	1578	8434	18
32	938	1613	12007	24
33	807	1515	1333	11
34	849	1032	14752	23
35	826	169	4804	17
36	859	1435	13273	15
37	829	1764	11216	77
38	881	1697	1649	31
39	954	1725	4656	31
40	795	1686	10211	20
41	810	345	12249	22
42	744	1769	1169	15
43	738	1739	253	15
44	797	786	9865	13
45	754	1842	2929	14
46	798	681	15658	18
47	776	1273	10429	19
48	784	1226	17928	189
49	782	558	12823	17
50	743	1385	10994	39
51	746	233	7975	25
52	708	662	2991	14
53	756	123	12009	26
54	700	796	2410	13
55	718	1616	8733	21
56	720	1601	10652	135
57	742	888	18256	23
58	709	456	10235	31
59	693	1012	14234	23
60	683	1744	13439	15
61	669	52	5241	13
62	654	1852	7291	29
63	626	962	2386	15
64	639	314	2807	14
65	646	627	7345	17
66	604	1074	3247	9
67	609	459	2601	13
68	587	1473	1649	13
69	622	745	10356	13
70	627	386	9896	13
71	607	1383	11212	19
72	615	1171	13507	21
73	598	251	12453	43
74	592	129	10572	37
75	591	874	12519	18
76	548	354	6074	9
77	550	1069	7600	19
78	599	550	14426	13
79	531	806	2565	11
80	519	422	1196	14
81	572	1558	14349	52
82	548	690	11959	19
83	555	1274	9625	24
84	532	1659	8860	22
85	521	503	10490	17
86	494	1883	612	17
87	480	1591	1630	15
88	519	1754	10575	25
89	477	619	3292	14
90	473	1847	1830	20
91	497	1363	10256	17
92	491	1478	10664	23
93	469	1032	11162	28
94	464	764	11878	24
95	475	1178	12265	23
96	444	1288	3061	15
97	453	932	5516	55
98	436	1443	2050	14
99	451	99	1585	16
100	455	51	5268	19
101	431	1642	8516	9
102	443	261	10126	19
103	409	1329	2121	13
104	434	152	8124	37
105	422	1768	7051	18
106	386	1719	1417	9
107	372	1220	1461	10
108	361	299	1729	19
109	379	1521	7005	10
110	354	482	1759	11
111	372	1405	13958	15
112	343	648	1760	13
113	342	1760	2550	9
114	360	1132	8286	32
115	369	919	10631	28
116	367	536	8099	27
117	381	604	1415	25
118	353	218	9860	17
119	343	373	8375	19
120	418	399	10266	21
121	314	465	1617	17
122	337	108	7740	20
123	330	1825	7096	14
124	312	1238	11659	17
125	312	735	10563	19
126	315	1024	11353	27
127	275	1527	2520	10
128	272	1118	5913	11
129	287	593	8556	18
130	259	1454	2911	19
131	257	411	8725	21
132	253	1762	11470	17
133	253	307	11380	19
134	186	276	1604	27
135	179	302	92	9
136	217	783	6429	15
137	184	451	1859	21
138	217	680	11385	30
139	206	1243	11506	18
140	211	879	11281	21
141	200	1540	20002	23
142	226	1361	10285	30
143	228	199	12191	30
144	167	1402	1993	19
145	170	96	6421	13
146	148	812	3587	11
147	196	492	12163	39
148	157	568	8019	27
149	153	1012	11784	19
150	329	1702	2854	48
151	140	384	6917	22
152	107	635	4631	11
153	92	533	1588	11
154	117	311	6822	29
155	132	288	6038	128
156	95	885	2741	14
157	69	582	1373	14
158	84	956	8055	18
159	76	1693	10107	25
160	85	1466	12691	19
161	53	1770	2303	11
162	91	740	9017	30
163	83	147	9992	18
164	42	1375	1942	9
165	65	446	9879	15
166	42	1054	6532	23
167	83	1146	4947	85
168	84	1149	4611	61
169	113	1098	3504	35
