index	center_x	center_y	area	snakeiterations
0	1033	299	2393	10
1	1007	1167	1820	22
2	1020	1541	2542	76
3	1003	197	7137	30
4	971	1742	4813	15
5	974	464	12622	15
6	950	257	7294	17
7	925	849	3074	13
8	964	1622	17027	19
9	942	753	12537	28
10	943	998	14004	22
11	912	1543	4240	11
12	936	342	13890	17
13	899	912	4746	11
14	859	277	2139	13
15	854	1024	3635	10
16	879	439	9196	35
17	883	604	10684	23
18	855	104	4787	20
19	866	1769	17041	14
20	874	1132	14978	9
21	852	1253	9478	16
22	820	966	2668	10
23	834	1666	9151	9
24	838	193	13635	22
25	820	813	17695	22
26	762	1752	4419	13
27	768	1213	7532	15
28	791	370	14568	21
29	752	1135	3571	15
30	769	926	11370	13
31	760	560	14713	17
32	752	1037	13480	15
33	747	120	15823	22
34	714	266	15530	24
35	696	889	8238	25
36	727	675	16885	21
37	637	156	2255	12
38	633	1047	12139	16
39	675	1851	14370	24
40	645	521	14305	17
41	667	1367	15198	24
42	648	1184	15626	21
43	618	639	7897	13
44	613	239	7902	20
45	588	957	5755	12
46	547	1130	2924	9
47	569	726	6797	11
48	582	356	17079	21
49	505	694	4205	10
50	532	594	12292	18
51	489	1343	1811	12
52	544	51	11555	26
53	531	1426	18876	16
54	529	861	14205	48
55	514	1038	16009	15
56	497	129	12189	19
57	489	241	16169	17
58	432	949	4407	13
59	434	658	5746	13
60	419	1421	7627	13
61	432	1135	13067	15
62	422	361	11062	21
63	394	173	6778	17
64	390	1516	8885	19
65	371	569	11488	13
66	353	268	13287	17
67	354	1377	16510	19
68	308	370	4346	13
69	285	1486	4920	16
70	364	770	23434	92
71	373	766	21904	0
72	313	941	17716	30
73	269	181	10755	14
74	214	1876	2137	12
75	276	643	15440	24
76	244	559	5936	21
77	225	1023	4576	17
78	254	1558	9466	13
79	212	1449	13044	17
80	248	1764	13937	23
81	231	319	14844	21
82	158	1566	2610	13
83	128	540	13564	22
84	140	203	14591	14
85	122	663	12010	21
86	159	103	15196	19
87	109	1267	16609	17
88	85	1568	6696	13
89	86	296	11761	20
90	611	1720	3314	11
91	649	1629	13902	18
92	554	1780	5807	15
93	509	1709	10549	15
94	472	1816	3230	23
95	418	1851	5759	13
96	229	1135	16672	17
