index	center_x	center_y	area	snakeiterations
0	1011	1819	11410	21
1	969	1708	5436	11
2	963	980	5640	18
3	966	848	10021	17
4	979	1620	9244	13
5	973	1072	10122	17
6	958	188	10949	24
7	964	331	13532	24
8	961	666	12647	24
9	941	480	10330	13
10	947	79	13491	15
11	919	1436	12620	21
12	906	1262	11730	24
13	883	863	11394	14
14	856	447	5663	17
15	857	1840	6406	13
16	874	726	11311	17
17	871	264	11667	17
18	872	989	10511	13
19	873	1557	12186	21
20	862	1696	11715	25
21	855	547	12110	25
22	843	161	9407	17
23	823	1435	4362	15
24	820	1270	3804	19
25	805	1209	5821	13
26	788	679	5391	11
27	801	1351	11594	21
28	800	791	8065	9
29	768	1621	2968	12
30	757	465	1511	15
31	800	75	12912	20
32	800	1125	12226	19
33	763	1722	4629	15
34	762	1532	11652	22
35	750	559	10062	14
36	766	878	12564	17
37	769	378	11523	17
38	717	714	9301	17
39	710	1030	9597	17
40	714	1179	9689	15
41	717	276	14462	23
42	682	806	3459	17
43	681	600	6343	21
44	696	1362	13683	19
45	666	151	13104	31
46	668	1463	7988	25
47	659	473	13252	19
48	628	1030	7647	22
49	604	564	5592	16
50	629	1243	9641	19
51	644	1700	12593	15
52	612	916	12753	21
53	622	697	14778	16
54	611	284	10595	17
55	613	1117	8585	18
56	615	1512	12950	16
57	571	157	11888	15
58	573	1310	10657	21
59	557	398	11284	21
60	537	1425	4188	20
61	544	1014	8910	14
62	528	1202	6469	24
63	529	523	12749	20
64	502	893	12380	23
65	482	736	13770	28
66	474	1505	6231	16
67	485	188	13489	15
68	452	1273	11716	29
69	400	1564	3902	11
70	413	797	5583	19
71	436	1055	12708	23
72	528	1633	13724	43
73	437	1376	11744	21
74	428	1808	14239	21
75	408	1152	11075	17
76	404	409	15014	21
77	378	699	9113	15
78	377	1706	13989	21
79	339	1058	6225	17
80	341	254	14265	17
81	308	1322	1218	26
82	325	355	4844	16
83	343	937	10539	17
84	340	589	14603	23
85	314	1610	12144	23
86	273	985	7151	9
87	272	655	8345	15
88	256	1072	5462	21
89	295	1417	12904	33
90	299	1173	13983	28
91	240	1703	4126	14
92	293	760	13074	20
93	273	419	14497	15
94	266	1513	13038	15
95	231	253	15665	24
96	202	1311	6888	43
97	192	1604	5603	14
98	194	559	10791	28
99	182	976	9249	19
100	172	370	10408	18
101	174	684	12923	19
102	169	1464	9222	25
103	193	872	13479	21
104	175	1800	9451	153
105	175	1800	9452	55
106	163	1083	11529	19
107	142	1374	9640	17
108	144	1715	11110	22
109	90	113	2940	27
110	157	84	2270	24
111	94	936	12935	20
112	108	1530	10894	18
113	72	54	3933	15
114	98	285	13508	15
115	75	1654	11149	17
116	75	638	9842	13
