index	center_x	center_y	area	snakeiterations
0	1039	988	2925	10
1	992	352	3761	15
2	982	1404	3026	16
3	1010	599	16188	37
4	998	461	9347	12
5	993	1766	6403	17
6	961	1298	8369	13
7	935	428	3079	11
8	929	1394	4495	19
9	962	1114	12661	24
10	952	1006	7352	11
11	967	232	16659	15
12	920	327	6279	13
13	910	518	6999	9
14	886	1170	3744	11
15	925	672	16932	19
16	883	1828	2517	12
17	895	132	7525	13
18	862	570	3312	14
19	861	215	3592	13
20	832	680	6489	16
21	858	395	12539	18
22	859	1314	8702	20
23	848	1404	7317	16
24	822	1186	5237	14
25	812	151	3035	15
26	802	462	9520	31
27	799	268	15626	32
28	768	654	2985	10
29	777	560	11686	13
30	810	1090	18195	33
31	706	1835	5391	16
32	725	1355	11247	22
33	712	1220	16390	15
34	642	1175	2900	8
35	663	118	11970	24
36	686	651	14883	25
37	643	260	12836	14
38	633	414	10522	14
39	592	116	3914	10
40	589	503	3364	15
41	581	310	4312	16
42	639	1844	3571	17
43	650	1856	4988	99
44	693	1887	755	31
45	761	1863	1291	69
46	785	1857	1531	25
47	551	216	7218	15
48	541	385	10825	22
49	563	1208	10511	22
50	525	581	10111	34
51	515	101	16225	50
52	498	485	8633	11
53	515	1833	21966	15
54	497	1423	14849	17
55	454	392	4980	17
56	460	277	16019	33
57	417	525	3125	13
58	434	624	14994	31
59	388	1407	2595	11
60	396	1492	10546	15
61	372	1859	3310	9
62	379	440	13849	21
63	354	132	11383	138
64	391	1310	15618	19
65	356	133	10907	31
66	323	1459	2528	14
67	353	1799	7570	28
68	319	1558	5693	14
69	277	1267	3402	11
70	280	316	7072	21
71	288	747	5231	15
72	262	1817	2966	11
73	305	1102	12468	15
74	271	1357	6683	10
75	287	198	17151	38
76	308	694	9386	22
77	246	1028	5614	14
78	210	686	2546	13
79	209	542	13463	16
80	233	1514	12929	18
81	207	359	14511	17
82	178	1138	2917	15
83	180	1418	4873	12
84	206	1626	14471	15
85	148	260	3400	17
86	186	1310	13717	19
87	175	164	15716	23
88	153	954	3940	17
89	163	1804	5089	16
90	139	559	4730	19
91	157	1062	10447	10
92	126	1392	2616	10
93	140	663	5552	21
94	102	1645	3645	10
95	97	489	3620	13
96	121	791	13863	19
97	119	424	11589	13
98	83	1318	8017	9
99	50	839	2384	17
100	843	1550	16251	24
101	758	1645	9939	15
102	719	1552	7318	11
103	675	1654	3486	11
104	600	1564	18039	11
105	571	1687	17076	17
106	496	1590	4284	17
107	432	1709	4094	16
108	439	1640	6765	13
109	326	1704	9480	26
110	822	909	15323	18
111	727	880	4848	18
112	712	1000	7196	11
113	672	939	3594	11
114	590	1059	9537	18
115	592	862	15532	14
116	575	976	7639	9
117	496	920	4835	16
118	455	971	4048	12
119	465	1068	16840	28
120	441	827	14060	20
121	374	900	10221	16
122	366	985	4729	24
123	270	890	9149	11
