index	center_x	center_y	area	snakeiterations
0	1018	253	8060	24
1	996	738	2110	14
2	995	1181	2859	9
3	1007	1792	8458	13
4	987	1266	11399	15
5	987	398	12011	19
6	993	1678	10920	13
7	961	1113	5993	19
8	955	576	8054	20
9	929	1551	2396	15
10	921	1175	1904	12
11	965	808	8336	25
12	938	231	10201	17
13	894	1706	2005	17
14	901	353	3536	15
15	902	1765	3918	17
16	895	128	4837	13
17	880	783	2691	16
18	911	1484	5691	19
19	909	694	13557	15
20	880	1847	6153	7
21	933	1351	14570	18
22	885	440	11780	20
23	877	1241	10066	21
24	869	291	5608	13
25	847	1540	11920	14
26	838	210	9882	16
27	805	1286	2140	16
28	803	583	1735	10
29	799	504	4998	17
30	794	706	4354	13
31	776	1461	2570	13
32	797	824	10120	13
33	767	281	1428	19
34	801	1730	9572	13
35	767	1575	6756	11
36	791	349	11049	13
37	796	640	9633	35
38	871	596	5448	26
39	748	749	4923	20
40	723	538	8720	15
41	745	421	10316	16
42	734	1845	13232	13
43	725	157	12649	28
44	694	256	7533	21
45	673	451	2870	14
46	687	831	10029	14
47	674	705	11694	35
48	654	1751	5474	7
49	692	1503	12566	14
50	642	513	5220	23
51	609	761	2109	16
52	625	190	2849	14
53	621	1828	2509	7
54	613	77	3857	13
55	612	377	5153	9
56	627	1396	9908	15
57	599	851	7268	9
58	608	1594	10860	11
59	608	1863	3837	117
60	608	1863	3837	113
61	608	1863	3837	89
62	612	1865	3639	75
63	562	26	1915	7
64	553	1430	2487	16
65	598	281	13618	28
66	559	743	7429	11
67	558	1881	5256	17
68	596	587	12111	33
69	544	448	11653	19
70	540	136	13416	20
71	529	1344	4964	12
72	500	1607	2741	8
73	522	1540	6814	12
74	494	534	4520	15
75	524	1773	10132	11
76	501	337	10037	35
77	502	819	9558	18
78	458	1851	1790	14
79	469	735	4869	13
80	433	1802	1372	15
81	451	421	7076	17
82	440	916	2984	9
83	435	1536	2498	10
84	464	1417	12862	14
85	427	82	3344	14
86	426	611	7689	12
87	431	147	8960	107
88	431	147	8962	37
89	415	1350	5919	13
90	405	230	3775	12
91	408	517	10356	10
92	404	1614	11363	19
93	367	1421	1674	10
94	380	875	7121	16
95	357	1520	2974	21
96	363	1791	4526	10
97	337	587	3339	13
98	336	88	2327	15
99	353	1286	11730	19
100	369	773	10845	23
101	314	1407	4827	14
102	295	861	1987	17
103	331	947	9923	25
104	333	165	9998	14
105	342	282	11994	14
106	316	673	11682	20
107	323	383	11706	17
108	274	224	3710	16
109	260	1324	2238	10
110	297	1599	14016	19
111	260	1255	4643	9
112	275	434	5520	16
113	247	889	3639	17
114	247	103	9710	18
115	220	1868	1468	35
116	246	514	11713	37
117	203	367	2780	12
118	210	1560	3312	17
119	227	986	11341	12
120	209	1441	12680	15
121	185	854	8303	17
122	175	606	11949	25
123	127	186	2719	12
124	160	1227	9026	10
125	157	262	11150	17
126	123	700	2487	10
127	152	1055	9260	14
128	163	87	8093	17
129	160	1320	12487	9
130	150	435	13687	29
131	115	537	3536	9
132	91	856	1469	13
133	76	1275	3162	15
134	108	927	7979	14
135	103	1714	9791	17
136	71	1000	1626	10
137	77	470	4141	14
138	61	301	4963	10
139	60	198	9555	11
140	1003	916	11955	14
141	913	934	2878	14
142	915	1025	6738	19
143	831	963	13141	17
144	788	1046	12153	14
145	794	1142	11107	48
146	849	1118	1391	46
147	725	951	1557	11
148	698	1073	4651	17
149	679	1141	3124	17
150	710	1228	12827	19
151	648	985	12702	14
152	605	1081	9176	17
153	605	1198	9931	14
154	539	1079	1931	15
155	539	1004	4582	17
156	524	1170	5490	17
157	467	1086	13377	20
158	420	1161	2719	20
159	342	1109	10305	27
