index	center_x	center_y	area	snakeiterations
0	1024	127	1794	9
1	1027	791	3431	18
2	1007	588	3989	12
3	981	1369	3758	6
4	980	335	4555	16
5	995	225	11228	32
6	990	1271	8961	25
7	975	1841	12659	49
8	967	1031	8060	35
9	978	1588	12442	46
10	950	869	7706	24
11	959	659	18580	56
12	924	1734	5943	13
13	949	448	16548	47
14	925	1460	14516	49
15	896	1311	14966	52
16	909	1152	17946	57
17	907	157	13011	57
18	877	1811	8126	33
19	866	1640	11480	35
20	878	972	17872	65
21	890	769	18511	69
22	874	284	18404	73
23	837	627	15256	49
24	806	1374	2467	17
25	800	1631	4153	11
26	765	1336	1997	15
27	792	1501	16054	59
28	785	1749	14102	57
29	747	1022	2283	16
30	715	1331	2816	10
31	729	121	11374	32
32	731	1119	18140	70
33	693	782	4999	14
34	697	1785	8922	36
35	658	1591	493	1
36	707	892	13297	33
37	710	1627	16441	67
38	670	957	5220	9
39	651	1103	2646	24
40	672	496	7443	21
41	667	666	18553	61
42	848	456	20717	61
43	628	1464	4008	20
44	667	1402	15433	58
45	610	886	3561	22
46	655	350	19984	80
47	671	1203	19752	47
48	571	646	4508	10
49	598	999	14659	42
50	605	204	18619	71
51	587	527	15383	65
52	596	1264	17226	63
53	593	1546	18117	79
54	569	389	9115	23
55	543	1326	3895	10
56	522	1796	2754	10
57	570	769	18960	49
58	510	533	3895	11
59	528	1050	8345	27
60	540	1732	12052	50
61	476	114	3529	37
62	515	1392	12244	51
63	501	1174	11421	29
64	506	875	16120	61
65	449	1745	2747	6
66	469	1578	10640	47
67	477	624	15547	48
68	485	243	18299	70
69	462	1822	8271	23
70	450	377	20448	69
71	428	1077	18029	66
72	431	1248	14059	49
73	358	988	2318	12
74	396	473	16163	54
75	400	1639	15876	52
76	370	599	8212	28
77	375	1506	6879	13
78	342	180	17593	61
79	329	874	15448	54
80	318	301	12299	41
81	299	1517	6919	15
82	316	1062	13846	51
83	428	929	11687	29
84	410	734	18953	77
85	298	714	14663	45
86	338	1715	15216	77
87	329	1409	17241	73
88	264	371	8928	27
89	239	770	3596	15
90	280	497	17770	77
91	269	1305	13766	59
92	249	1574	12064	33
93	223	1209	9274	40
94	227	157	12663	44
95	235	1796	11855	72
96	210	551	14893	46
97	172	731	2264	12
98	185	660	7614	20
99	221	930	16032	65
100	190	1455	11966	42
101	174	260	16143	59
102	186	821	11847	45
103	156	1104	7612	17
104	151	1290	6699	26
105	121	90	8515	18
106	117	1756	7787	23
107	113	1177	11100	32
108	119	1358	13518	49
109	100	510	12683	63
110	80	226	10198	42
111	79	994	5605	6
112	107	1661	12392	59
113	72	1558	8129	19
114	52	413	3751	9
115	102	362	17656	49
