index	center_x	center_y	area	snakeiterations
0	1015	1143	2073	10
1	1016	1875	2546	6
2	1000	1652	2376	7
3	970	1735	10703	28
4	993	1017	12615	50
5	965	1403	13627	42
6	920	1626	5962	31
7	929	1291	5547	11
8	983	76	12139	34
9	907	144	7690	34
10	908	1198	13932	45
11	886	1094	15131	62
12	806	1555	3176	11
13	841	1718	14526	55
14	816	1626	7846	15
15	792	1289	8655	25
16	779	1813	5065	5
17	985	912	9541	23
18	971	801	15553	53
19	842	872	27906	95
20	819	853	694	1
21	757	778	19354	47
22	679	1862	4884	6
23	836	1454	16860	69
24	703	1401	9956	52
25	681	1743	14070	48
26	699	1060	11918	70
27	706	1172	18681	71
28	698	1537	16970	56
29	598	1106	2955	10
30	631	955	12372	47
31	660	1311	17522	45
32	593	1278	5921	22
33	597	1582	11163	28
34	578	1035	6384	17
35	543	1266	2774	8
36	574	1738	5793	23
37	556	1828	20418	74
38	537	882	10385	37
39	516	1647	17093	61
40	506	1468	14487	39
41	458	1549	1792	11
42	528	1178	16132	61
43	693	700	8210	24
44	610	646	3699	28
45	599	734	15211	55
46	510	610	11861	43
47	435	1728	3483	9
48	439	1844	8607	44
49	459	1074	14961	44
50	468	969	14809	45
51	437	1272	8783	24
52	405	1464	3952	11
53	976	666	4053	9
54	908	576	8516	45
55	911	391	20976	107
56	864	641	12579	49
57	763	556	2251	11
58	746	349	19901	111
59	695	581	10703	43
60	677	478	9852	59
61	641	126	34628	177
62	566	502	12064	57
63	576	280	5886	16
64	555	362	12454	26
65	463	172	26181	136
66	1034	431	575	1
67	982	345	1217	1
68	918	326	1566	1
69	832	362	1575	1
70	804	427	1153	1
71	735	283	1448	1
72	692	156	572	1
73	644	521	460	1
74	583	124	18440	0
75	430	800	16166	59
76	398	899	5174	11
77	403	1382	10148	35
78	358	732	2307	11
79	394	1639	10877	31
80	364	1592	709	1
81	376	1172	9139	35
82	337	1405	1799	11
83	357	666	8084	21
84	304	1453	6269	23
85	333	1542	16876	49
86	313	564	17353	51
87	312	1721	12879	48
88	226	1647	14120	54
89	215	1436	5253	15
90	255	1198	15640	45
91	252	1097	17340	83
92	166	1658	574	1
93	175	1776	4791	19
94	145	1836	966	6
95	126	913	4297	5
96	251	1339	14034	42
97	145	1354	11204	35
98	161	1503	14639	49
99	118	1121	5032	7
100	102	1423	3205	13
101	120	800	14835	53
102	96	1750	5898	23
103	85	507	2888	5
104	64	1833	1443	18
105	111	1640	9176	22
106	53	850	3198	5
107	249	936	36850	119
108	241	662	6881	22
109	193	526	12187	73
110	196	751	4018	27
111	122	621	18806	65
112	120	1016	9977	37
113	268	909	1529	1
114	307	332	13023	51
115	274	428	16474	52
116	271	223	14530	49
117	257	110	12896	33
118	185	273	5236	22
119	141	381	16363	71
120	107	264	2819	17
