index	center_x	center_y	area	snakeiterations
0	1052	169	2411	14
1	1045	368	2404	9
2	1007	315	936	13
3	1007	114	6898	32
4	1002	1776	2646	19
5	998	834	5537	19
6	1020	694	11503	44
7	988	967	3967	12
8	1000	450	12351	51
9	969	1628	2902	10
10	999	1860	10903	88
11	944	1455	5519	18
12	943	1572	5779	15
13	971	1254	15136	60
14	938	887	7375	18
15	935	1709	9425	31
16	918	636	4058	6
17	906	1514	2153	20
18	961	1070	14859	95
19	926	749	14798	53
20	922	394	10770	46
21	908	162	8295	28
22	1015	1326	3514	25
23	995	1363	10528	89
24	899	1360	3034	20
25	906	1187	7756	44
26	875	918	1521	11
27	889	1825	6882	34
28	903	285	13648	52
29	853	1777	1524	13
30	855	624	3166	5
31	868	521	15260	59
32	873	989	15088	59
33	833	398	5250	7
34	847	843	8900	34
35	834	1556	10801	40
36	839	1433	13326	69
37	813	1081	2945	19
38	790	1354	3189	22
39	785	533	2781	13
40	819	1269	13274	52
41	761	1027	9588	31
42	823	189	13397	35
43	756	44	5045	17
44	749	111	6286	14
45	755	873	16159	80
46	818	721	12106	43
47	757	632	12157	35
48	752	434	11788	47
49	768	1165	15537	57
50	708	1467	3697	17
51	804	319	3106	10
52	733	224	11901	58
53	698	987	3865	21
54	702	538	9087	31
55	679	811	3921	13
56	691	1581	10647	43
57	678	717	13402	55
58	679	1361	10908	39
59	653	162	8258	23
60	634	436	7978	17
61	652	1086	12630	49
62	621	1542	8506	26
63	599	837	2863	14
64	618	1286	10930	33
65	605	998	6714	18
66	595	1205	4063	11
67	635	905	12854	58
68	700	341	11804	49
69	607	285	13591	45
70	620	580	12896	45
71	589	677	3474	17
72	599	1445	12040	37
73	555	191	5754	17
74	551	1383	2601	11
75	562	107	5619	9
76	526	1307	6139	16
77	513	1807	6605	39
78	508	50	4057	11
79	512	1188	13617	65
80	518	1012	13738	57
81	519	573	13504	61
82	525	440	14403	91
83	505	867	14037	49
84	501	330	13078	45
85	454	516	3411	11
86	562	753	11609	49
87	464	709	14070	65
88	449	1855	8986	44
89	418	411	3317	12
90	447	100	13755	54
91	452	234	13533	75
92	413	610	7853	22
93	425	1675	10790	39
94	366	182	7967	25
95	371	505	13265	49
96	375	1779	13849	69
97	348	75	7821	21
98	336	1386	3156	15
99	354	1294	11134	65
100	338	870	3812	19
101	319	916	2049	12
102	330	415	5969	16
103	345	323	15651	61
104	313	991	12502	43
105	271	1085	4438	8
106	282	227	9265	32
107	254	857	1269	13
108	260	1404	3133	11
109	358	1115	11898	53
110	280	1196	10942	31
111	278	1484	14674	56
112	211	1117	3946	12
113	228	919	8858	47
114	210	616	2679	7
115	205	1567	6763	21
116	187	446	4064	9
117	173	1435	9784	50
118	219	1335	11383	36
119	186	1245	12431	41
120	141	918	3118	10
121	146	1142	7332	20
122	176	1028	13089	45
123	185	554	13156	43
124	292	782	13271	45
125	169	806	16486	73
126	184	677	14663	62
127	114	1881	2857	18
128	115	1557	3154	11
129	100	238	6616	20
130	126	333	12776	40
131	76	741	7093	19
132	40	1275	1361	19
133	123	483	7471	23
134	68	413	8873	35
135	83	1629	13419	59
136	836	1679	11924	53
137	257	104	12140	41
138	170	131	5134	23
