index	center_x	center_y	area	snakeiterations
0	1017	51	1978	7
1	994	855	4486	9
2	1022	1029	5016	13
3	981	1150	18513	114
4	971	1666	21409	85
5	956	91	10868	32
6	991	327	17606	60
7	993	325	16236	0
8	954	292	542	1
9	955	956	15283	62
10	935	823	3881	15
11	978	642	10761	41
12	922	710	11249	27
13	897	1346	2522	11
14	931	501	15918	65
15	882	581	2905	15
16	877	1154	2787	5
17	884	1240	6763	15
18	856	141	6917	15
19	842	1533	4253	7
20	834	835	7376	22
21	830	1623	4517	4
22	812	195	1874	6
23	844	1020	15115	39
24	807	659	14181	52
25	792	104	5691	15
26	815	1260	13736	45
27	790	1128	7254	25
28	773	766	4977	12
29	771	1039	3806	8
30	797	396	10015	35
31	769	900	12610	48
32	729	483	2795	10
33	698	545	4404	21
34	697	314	7605	20
35	676	1089	3599	9
36	711	234	8335	22
37	652	771	2568	12
38	662	1229	10178	35
39	655	668	14077	55
40	647	956	14479	43
41	610	1284	3929	14
42	626	569	5554	6
43	598	233	2180	7
44	773	1447	13114	51
45	735	1575	11308	53
46	764	1697	937	1
47	709	1717	840	1
48	708	1643	494	1
49	688	1792	504	1
50	658	1673	488	1
51	669	384	2349	13
52	606	415	10689	38
53	610	304	7618	17
54	576	1211	2517	8
55	586	990	3639	12
56	578	780	8300	24
57	546	1272	3433	13
58	587	1094	18130	63
59	559	635	9012	25
60	515	432	4755	13
61	514	319	5415	11
62	705	117	13228	33
63	610	139	13790	39
64	518	110	7659	28
65	481	972	3730	12
66	603	1367	5421	21
67	523	1376	15953	35
68	503	689	5210	11
69	490	796	18949	65
70	491	1146	10613	29
71	447	137	3452	7
72	460	1222	11155	31
73	445	504	13811	49
74	484	214	13274	53
75	426	880	5457	13
76	442	358	12213	37
77	415	252	2903	15
78	440	1024	15110	45
79	497	1713	3302	23
80	392	1551	9113	28
81	387	1311	7591	27
82	341	1317	4123	5
83	338	421	4291	11
84	335	128	3669	8
85	332	798	3118	8
86	315	1542	13337	39
87	323	1147	12668	43
88	292	406	2833	11
89	321	1415	8766	25
90	327	517	8279	19
91	308	625	8281	19
92	300	880	11373	35
93	319	1856	12057	37
94	307	311	11881	39
95	254	174	3192	16
96	258	662	3309	11
97	254	105	3030	10
98	270	1263	15197	45
99	248	546	7265	20
100	224	439	11173	42
101	206	1524	4718	19
102	209	937	5039	7
103	197	1433	1210	12
104	188	282	5103	11
105	204	687	8889	27
106	186	591	4896	7
107	189	150	9974	33
108	137	720	1956	13
109	152	1472	5633	11
110	159	1019	9265	34
111	161	1356	12680	48
112	141	1180	9647	29
113	120	246	5938	15
114	125	927	3458	5
115	126	337	3179	9
116	114	1882	2780	24
117	151	849	13194	35
118	84	209	1230	6
119	82	1183	3915	8
120	105	436	10976	43
121	87	752	7061	17
122	75	606	10845	43
123	188	1654	10508	35
124	113	1578	13273	57
125	85	1751	13840	55
126	21	352	609	3
127	56	985	15745	68
128	29	264	3456	22
