index	center_x	center_y	area	snakeiterations
0	997	1825	10240	28
1	1009	1060	14900	46
2	984	912	13842	39
3	982	42	1957	1
4	984	625	16454	66
5	973	742	9532	29
6	954	1427	4590	9
7	948	1281	12734	50
8	939	250	11776	47
9	951	1660	13000	47
10	937	1536	16178	54
11	921	395	16675	74
12	911	994	8455	21
13	896	818	17545	65
14	891	1115	17750	60
15	868	572	19726	83
16	839	368	11083	29
17	860	1351	13963	43
18	835	1595	10049	35
19	844	1227	13030	47
20	811	1712	9453	33
21	837	175	18861	73
22	829	1467	13183	41
23	821	946	11339	39
24	802	680	13522	49
25	785	810	15470	45
26	768	479	13396	49
27	875	1773	14842	43
28	756	1838	9532	29
29	760	1136	10299	37
30	753	314	16322	55
31	749	1313	8814	37
32	744	1019	16552	51
33	736	105	14351	50
34	719	1700	14104	45
35	719	1566	17247	50
36	700	583	19792	75
37	691	1226	14354	53
38	695	881	15198	55
39	656	408	15240	45
40	635	987	5105	6
41	661	215	17145	48
42	660	724	15376	55
43	634	1101	15334	56
44	736	1427	9492	30
45	640	1396	16070	71
46	621	1519	9880	27
47	575	1221	11811	34
48	582	582	16344	66
49	573	292	12947	37
50	571	124	14932	49
51	569	815	18375	65
52	526	689	9905	23
53	509	1636	13451	47
54	495	1172	4696	9
55	529	1776	18196	71
56	533	1378	15081	57
57	519	1050	19292	77
58	507	925	18108	53
59	418	1750	8252	25
60	428	290	10281	37
61	460	192	16438	55
62	458	1265	15482	63
63	379	127	1486	21
64	438	574	18617	64
65	405	844	9549	40
66	420	730	18953	63
67	536	436	19623	77
68	425	406	16581	59
69	402	1157	15652	53
70	406	1491	17467	56
71	431	1646	5002	17
72	360	1586	12323	52
73	343	615	6426	14
74	364	1045	12597	48
75	334	459	11420	29
76	332	1753	18274	70
77	345	931	15104	50
78	321	282	14648	41
79	279	1151	15797	47
80	273	679	15862	54
81	270	822	18231	55
82	254	1588	16831	67
83	248	1317	13223	47
84	237	998	17104	43
85	239	1480	9735	36
86	192	276	858	8
87	238	536	20201	67
88	169	729	19319	65
89	177	88	13397	40
90	221	1735	16225	50
91	141	1794	8473	35
92	155	1108	11751	41
93	234	365	15669	43
94	143	434	12866	45
95	136	959	17039	45
96	85	1834	1023	9
97	118	1370	16383	51
98	108	1255	11769	32
99	72	164	12928	46
100	87	1707	15236	51
101	128	1573	14005	43
