index	center_x	center_y	area	snakeiterations
0	1001	1582	5555	10
1	1005	872	12967	41
2	976	1711	3961	9
3	1009	688	12368	51
4	956	1222	3180	9
5	937	542	1091	16
6	966	772	6206	14
7	962	590	8834	27
8	925	1395	4157	11
9	952	1110	14633	60
10	895	1192	3913	19
11	938	1302	13150	41
12	939	1510	13517	48
13	900	484	6781	16
14	899	1558	1119	3
15	901	867	11757	43
16	902	1834	12222	43
17	893	1726	13448	46
18	853	1259	3188	20
19	878	91	6388	17
20	893	201	12507	48
21	878	1609	12803	48
22	869	402	12135	37
23	847	1422	10755	49
24	845	1049	11129	31
25	827	1158	7498	29
26	863	755	17025	47
27	835	668	11216	27
28	802	1802	3824	6
29	835	541	12962	44
30	803	870	4187	7
31	835	306	12423	63
32	772	248	5739	13
33	781	1681	12450	36
34	785	1523	11972	46
35	795	1326	10508	28
36	751	904	3155	16
37	739	817	4250	13
38	781	141	13573	41
39	723	69	3584	10
40	719	1561	3336	8
41	758	381	9521	41
42	737	1078	14766	53
43	744	683	16652	53
44	696	1650	7729	23
45	716	1410	14726	50
46	665	166	3426	11
47	754	1217	13459	63
48	674	1270	9377	53
49	699	1775	15125	47
50	692	257	13478	64
51	627	1696	2886	12
52	629	1153	8364	40
53	675	431	15450	45
54	623	344	4349	7
55	641	1483	10130	39
56	609	1293	4467	9
57	615	1581	13242	47
58	691	645	6739	52
59	611	696	14081	52
60	616	1009	13434	49
61	584	1387	12706	53
62	619	85	14268	66
63	586	905	13106	48
64	552	1080	3860	22
65	686	541	14222	44
66	567	550	14707	43
67	539	837	2690	11
68	546	745	4566	13
69	521	1006	2247	9
70	523	667	4122	6
71	591	214	13805	52
72	538	342	16680	63
73	490	119	5293	5
74	475	584	4591	7
75	461	328	4439	17
76	542	1201	17687	85
77	460	1239	4667	16
78	480	1766	11899	54
79	474	1070	9832	26
80	479	457	15161	46
81	424	1305	2260	15
82	468	867	14064	37
83	463	1648	11967	54
84	462	1370	14022	41
85	457	204	14770	48
86	405	1239	2238	11
87	399	522	11797	38
88	430	671	15204	62
89	381	1409	1084	11
90	419	960	13408	50
91	395	1105	15658	42
92	365	818	10406	34
93	375	1778	12274	45
94	330	733	2150	9
95	327	1705	5509	8
96	359	1596	13946	67
97	332	669	3455	10
98	375	65	16417	52
99	334	165	10618	39
100	321	518	15056	41
101	325	1167	13676	45
102	298	1042	4492	6
103	308	949	8575	30
104	378	315	16407	59
105	299	358	11331	41
106	273	1553	6268	13
107	262	543	3527	5
108	279	1837	7326	15
109	262	1252	2747	13
110	413	1522	6494	21
111	247	77	5417	6
112	212	1678	2188	11
113	243	1625	5441	18
114	250	201	14841	49
115	202	1878	1206	18
116	224	434	11557	37
117	283	806	12462	52
118	218	967	12978	42
119	180	1174	2831	12
120	218	589	13194	51
121	225	1758	16698	46
122	352	1309	11711	38
123	279	1356	10878	33
124	193	1271	9259	33
125	195	825	12271	37
126	191	1492	13919	55
127	150	1835	1185	8
128	192	687	12028	32
129	165	193	5540	13
130	147	1575	4820	11
131	178	305	12737	35
132	134	904	4426	7
133	112	1881	832	6
134	145	1679	10539	44
135	136	435	10057	24
136	105	1809	4516	9
137	234	1131	12241	34
138	132	1012	11329	26
139	111	557	9440	35
140	87	144	4110	9
141	84	636	4373	6
142	113	1410	15814	50
143	109	727	10136	21
144	83	338	6534	13
145	66	945	5388	7
146	103	1117	14818	60
147	59	466	6678	15
148	45	1495	3374	16
149	74	237	11709	35
150	43	1351	9008	29
151	72	1219	11997	54
